Checkbox,Country/Region,Email,Email Validation,First Name,HubSpot Record ID,Industry,Last Name,Original Email,Phone Number,Street Address,Temporary ID,Training Create Date,country_found,city_found,Known City,Extension
Yes,Plymouth,elijah_graves704444837@ubusive.com,Valid,Elijah,,Fruit;Vegetables,Graves,,+(44)5737 17584,"Durham Avenue, 2450",89929539338,2021-01-11,England,Plymouth,True,ext 15
Yes,Ireland,dani_morris758428483@extex.org,Valid,Dani,,Fruit;Vegetables,Morris,,+(353)2457 026303,"Rosewood Crossroad, 3247",89930411303,2021-03-21,Ireland,,False,ext 30
Yes,Ireland,denis_hunt1683787124@tonsy.org,Valid,Denis,,Dairy products,Hunt,,+(353)3012 158826,"Spruce Hill, 8828",89910465613,2021-02-17,Ireland,,False,ext 89
Yes,England,hank_hamilton1519628791@gembat.biz,Valid,Hank,,Animal feeds,Hamilton,,+(44)7354 731454,"Clyde Boulevard, 4374",89911820608,2021-09-23,England,,False,ext 81
Yes,Limerick,ember_walker1397496080@fuliss.net,Valid,Ember,,Fruit;Vegetables,Walker,,+(353)7078 08412,"Edwin   Avenue, 9330",89923447112,2021-05-25,Ireland,Limerick,True,ext 1
Yes,Limerick,faith_lakey1967796007@supunk.biz,Valid,Faith,,Meat,Lakey,,+(353)5505 868044,"Camdenhurst   Street, 2983",89923852594,2021-05-21,Ireland,Limerick,True,ext 1
Yes,Plymouth,harvey_barclay751395982@nickia.com,Valid,Harvey,,Milling,Barclay,,+(44)3010 230226,"Virginia Drive, 2326",89924844209,2021-11-11,England,Plymouth,True,ext 39
Yes,Dublin,chris_hamilton1716017363@grannar.com,Valid,Chris,,Meat,Hamilton,,+(353)5242 304271,"Bales  Route, 7519",89925020928,2021-11-04,Ireland,Dublin,True,ext 56
Yes,England,harry_wright993249883@ubusive.com,Valid,Harry,,Poultry;Fish,Wright,,+(44)5726 701833,"Clarges   Avenue, 6669",89930396271,2021-02-26,England,,False,ext 75
Yes,England,george_reid751557626@nickia.com,Valid,George,,Milling,Reid,,+(44)3824 628742,"Becher  Road, 8014",89931827028,2021-12-29,England,,False,ext 90
Yes,Ireland,elisabeth_eastwood943277626@extex.org,Valid,Elisabeth,,Dairy products,Eastwood,,+(353)1130 180118,"Canal  Alley, 7445",89909954662,2021-06-14,Ireland,,False,ext 14
Yes,Oxford,denis_hunter125828609@acrit.org,Valid,Denis,,Poultry;Fish,Hunter,,+(44)4408 520536,"Bede  Alley, 5322",89917963647,2021-07-27,England,Oxford,True,ext 41
Yes,Dublin,francesca_clarke1654265868@corti.com,Valid,Francesca,,Animal feeds,Clarke,,+(353)2820 617737,"Carlisle  Avenue, 5019",89932086672,2021-04-21,Ireland,Dublin,True,ext 21
Yes,Plymouth,hailey_cox1764281381@nimogy.biz,Valid,Hailey,,Fruit;Vegetables,Cox,,+(44)1272 327320,"Parkfield  Walk, 4492",89892117640,2021-03-14,England,Plymouth,True,ext 25
Yes,Waterford,gwen_gilmore1314564747@gmail.com,Valid,Gwen,,Fruit;Vegetables,Gilmore,,+(353)7024 723858,"Kinglake  Boulevard, 2997",89923927841,2021-06-18,Ireland,Waterford,True,ext 23
Yes,Waterford,george_thorne1784913995@typill.biz,Valid,George,,Milling,Thorne,,+(353)2122 670483,"Marina  Way, 1248",89923977063,2021-10-30,Ireland,Waterford,True,ext 62
Yes,Plymouth,harvey_williams674046078@yahoo.com,Valid,Harvey,,Animal feeds,Williams,,+(44)5736 202652,"Walnut Crossroad, 276",89926296106,2021-10-22,England,Plymouth,True,ext 83
Yes,Winchester,emmanuelle_seymour1288787722@sveldo.biz,Valid,Emmanuelle,,Dairy products,Seymour,,+(44)8044 775187,"Maple Tunnel, 1528",89931250229,2021-08-05,England,Winchester,True,ext 45
Yes,Milton Keynes,fred_bailey723113322@extex.org,Valid,Fred,,Milling,Bailey,,+(44)6166 726724,"Aspen Grove, 5248",89923447113,2021-02-24,England,Milton Keynes,True,ext 88
Yes,England,charlize_varley460134723@bulaffy.com,Valid,Charlize,,Meat,Varley,,+(44)1075 346147,"Fairbairn  Crossroad, 950",89925130286,2021-08-07,England,,False,ext 53
Yes,Plymouth,florence_shaw2225103@hourpy.biz,Valid,Florence,,Milling,Shaw,,+(44)8062 142461,"Monroe Crossroad, 180",89929611424,2021-01-29,England,Plymouth,True,ext 64
Yes,London,hadley_spencer1285773970@qater.org,Valid,Hadley,,Fruit;Vegetables,Spencer,,+(44)4835 208847,"Chelsea Manor  Grove, 878",89931877376,2021-03-28,England,London,True,ext 99
Yes,Plymouth,clint_kelly1939084491@kideod.biz,Valid,Clint,,Meat,Kelly,,+(44)1560 01386,"Durweston   Vale, 3640",89923821152,2021-04-20,England,Plymouth,True,ext 8
Yes,Limerick,harvey_williams397121143@liret.org,Valid,Harvey,,Dairy products,Williams,,+(353)7870 856225,"Adams  Hill, 7817",89923852595,2021-03-12,Ireland,Limerick,True,ext 17
Yes,London,harry_matthews2020170688@ubusive.com,Valid,Harry,,Animal feeds,Matthews,,+(44)5058 723638,"Ellerslie Alley, 2690",89925710951,2021-03-04,England,London,True,ext 83
Yes,London,denny_watson82428180@zorer.org,Valid,Denny,,Meat,Watson,,+(44)8817 042776,"Jackson Boulevard, 6913",89923977064,2021-03-13,England,London,True,ext 42
Yes,Ireland,harry_rivers722244779@twipet.com,Valid,Harry,,Meat,Rivers,,+(353)1714 350682,"Antrobus   Walk, 3736",89924844210,2021-03-09,Ireland,,False,ext 4
Yes,Dublin,diane_ellis31286641@sveldo.biz,Valid,Diane,,Milling,Ellis,,+(353)8588 353601,"Chatfield  Rue, 4980",89924844211,2021-09-03,Ireland,Dublin,True,ext 67
Yes,Plymouth,harvey_wilton186734680@twace.org,Valid,Harvey,,Dairy products,Wilton,,+(44)4741 261520,"Wakley   Vale, 4202",89878047276,2021-03-14,England,Plymouth,True,ext 39
Yes,Dublin,henry_kelly2013882006@vetan.org,Valid,Henry,,Bakery products,Kelly,,+(353)1336 881038,"Viscount   Rue, 9327",89892590199,2021-09-04,Ireland,Dublin,True,ext 27
Yes,Limerick,dakota_flack727856465@kideod.biz,Valid,Dakota,,Bakery products,Flack,,+(353)5121 140466,"Fairbairn  Alley, 2694",89902964817,2021-05-22,Ireland,Limerick,True,ext 95
Yes,Oxford,erick_bingham229691202@supunk.biz,Valid,Erick,,Dairy products,Bingham,,+(44)7075 277036,"Thomas More   Way, 5013",89922822144,2021-10-29,England,Oxford,True,ext 75
Yes,Cork,eduardo_eastwood44575852@infotech44.tech,Valid,Eduardo,,Dairy products,Eastwood,,+(353)4038 140506,"Battersea   Route, 2627",89924136493,2021-03-21,Ireland,Cork,True,ext 93
Yes,Cork,chuck_richardson421815612@bretoux.com,Valid,Chuck,,Fruit;Vegetables,Richardson,,+(353)6381 86,"Emily  Road, 6189",89923927842,2021-08-20,Ireland,Cork,True,ext 14
Yes,Oxford,daron_hall324963621@qater.org,Valid,Daron,,Meat,Hall,,+(44)7674 404871,"Adderley   Lane, 6864",89929640351,2021-05-25,England,Oxford,True,ext 78
Yes,Limerick,eduardo_rehman678054320@deons.tech,Valid,Eduardo,,Animal feeds,Rehman,,+(353)1071 467122,"Balham   Hill, 8427",89900062988,2021-09-24,Ireland,Limerick,True,ext 69
Yes,Dublin,cynthia_andrews1808162736@bauros.biz,Valid,Cynthia,,Poultry;Fish,Andrews,,+(353)3285 481320,"Empress  Avenue, 1966",89903791111,2021-03-01,Ireland,Dublin,True,ext 24
Yes,London,hayden_clifton1322274903@acrit.org,Valid,Hayden,,Animal feeds,Clifton,,+(44)1667 428756,"Camdale  Avenue, 773",89922888840,2021-06-26,England,London,True,ext 95
Yes,London,daron_wright1333302979@gmail.com,Valid,Daron,,Bakery products,Wright,,+(44)7028 428021,"Arlington  Grove, 2520",89923927843,2021-09-22,England,London,True,ext 21
Yes,Limerick,clint_chadwick1172355689@typill.biz,Valid,Clint,,Fruit;Vegetables,Chadwick,,+(353)5458 8420,"Fairbairn  Walk, 2082",89929961574,2021-03-29,Ireland,Limerick,True,ext 34
Yes,Dublin,eduardo_palmer275597372@kideod.biz,Valid,Eduardo,,Dairy products,Palmer,,+(353)6540 585658,"Sherwood  Way, 9248",89930179753,2021-07-12,Ireland,Dublin,True,ext 67
Yes,Dublin,fred_gonzales1750936667@guentu.biz,Valid,Fred,,Dairy products,Gonzales,,+(353)8226 67342,"Durweston   Drive, 5001",89931250228,2021-11-23,Ireland,Dublin,True,ext 59
Yes,Oxford,daron_robinson303527359@fuliss.net,Valid,Daron,,Fruit;Vegetables,Robinson,,+(44)8073 687730,"Thomas  Crossroad, 5845",89932071327,2021-01-21,England,Oxford,True,ext 66
Yes,Plymouth,dasha_waterhouse1661471810@vetan.org,Valid,Dasha,,Bakery products,Waterhouse,,+(44)1676 287123,"Victoria Rise Hill, 149",89922822145,2021-11-21,England,Plymouth,True,ext 60
Yes,Cork,gabriel_powell1412889352@jiman.org,Valid,Gabriel,,Animal feeds,Powell,,+(353)2685 601105,"Dunstable   Vale, 1131",89924859409,2021-10-29,Ireland,Cork,True,ext 43
Yes,Limerick,dasha_waterhouse1567846913@sveldo.biz,Valid,Dasha,,Poultry;Fish,Waterhouse,,+(353)8342 333722,"Rail Pass, 9297",89925000606,2021-03-02,Ireland,Limerick,True,ext 22
Yes,Cork,courtney_cameron1423396448@bauros.biz,Valid,Courtney,,Meat,Cameron,,+(353)2116 704211,"Gate   Crossroad, 4393",89930396272,2021-05-30,Ireland,Cork,True,ext 31
Yes,Waterford,henry_kelly1078812504@fuliss.net,Valid,Henry,,Milling,Kelly,,+(353)6854 366725,"Cavaye  Crossroad, 8537",89931827029,2021-09-28,Ireland,Waterford,True,ext 38
Yes,Winchester,daron_carpenter1732202317@atink.com,Valid,Daron,,Fruit;Vegetables,Carpenter,,+(44)5851 010437,"Collent   Pass, 6635",89932102046,2021-11-03,England,Winchester,True,ext 21
Yes,Oxford,gil_price1390617977@twace.org,Valid,Gil,,Fruit;Vegetables,Price,,+(44)4673 607353,"St. Pauls  Alley, 2311",89932287752,2021-04-20,England,Oxford,True,ext 43
Yes,England,harry_archer1086783526@twipet.com,Valid,Harry,,Poultry;Fish,Archer,,+(44)5254 027025,"Chelsea Manor  Drive, 4186",89882497140,2021-02-06,England,,False,ext 50
Yes,Plymouth,hank_chadwick1226387732@famism.biz,Valid,Hank,,Poultry;Fish,Chadwick,,+(44)1338 475731,"Chapel  Tunnel, 1752",89909954664,2021-02-10,England,Plymouth,True,ext 100
Yes,Plymouth,chester_kelly117479784@liret.org,Valid,Chester,,Meat,Kelly,,+(44)7758 155720,"Berry  Boulevard, 5376",89925842207,2021-10-25,England,Plymouth,True,ext 86
Yes,Cork,daron_chester1194226124@yahoo.com,Valid,Daron,,Bakery products,Chester,,+(353)3524 415267,"Rivervalley Route, 9143",89930396273,2021-12-08,Ireland,Cork,True,ext 79
Yes,Winchester,hayden_kelly801142781@corti.com,Valid,Hayden,,Animal feeds,Kelly,,+(44)2037 784480,"Waldram Park  Way, 6817",89922872751,2021-04-05,England,Winchester,True,ext 23
Yes,London,george_ulyatt874281836@bulaffy.com,Valid,George,,Dairy products,Ulyatt,,+(44)7312 088562,"Chamberlain  Road, 6284",89923805516,2021-11-01,England,London,True,ext 79
Yes,Oxford,eileen_victor563963140@vetan.org,Valid,Eileen,,Meat,Victor,,+(44)8677 385181,"Baylis  Pass, 8571",89924115484,2021-06-11,England,Oxford,True,ext 77
Yes,Waterford,hank_gordon506184406@jiman.org,Valid,Hank,,Milling,Gordon,,+(353)7457 464112,"Camden  Avenue, 3449",89931035515,2021-10-22,Ireland,Waterford,True,ext 53
Yes,Winchester,gil_eddison1358069950@gmail.com,Valid,Gil,,Animal feeds,Eddison,,+(44)4443 740521,"Sherlock   Alley, 9132",89922428430,2021-09-26,England,Winchester,True,ext 10
Yes,London,hank_larsen507868847@brety.org,Valid,Hank,,Poultry;Fish,Larsen,,+(44)4800 46007,"Becher  Pass, 2370",89923178856,2021-07-27,England,London,True,ext 10
Yes,Dublin,chloe_burnley730016925@brety.org,Valid,Chloe,,Meat,Burnley,,+(353)2415 50243,"Sherwood  Road, 7532",89923836017,2021-05-31,Ireland,Dublin,True,ext 84
Yes,Cork,hank_rowan1058161573@ovock.tech,Valid,Hank,,Milling,Rowan,,+(353)2752 460734,"Tilloch   Lane, 5293",89925695064,2021-06-29,Ireland,Cork,True,ext 77
Yes,Waterford,chester_butler1473371378@qater.org,Valid,Chester,,Dairy products,Butler,,+(353)4573 684068,"Lake Way, 668",89929611425,2021-04-13,Ireland,Waterford,True,ext 56
Yes,Cork,daron_wright1784068845@gompie.com,Valid,Daron,,Bakery products,Wright,,+(353)6060 03747,"Bedford  Crossroad, 3000",89931952518,2021-12-12,Ireland,Cork,True,ext 33
Yes,Winchester,hank_chadwick442615184@jiman.org,Valid,Hank,,Poultry;Fish,Chadwick,,+(44)8702 776444,"Bellenden  Grove, 5900",89932437517,2021-07-12,England,Winchester,True,ext 36
Yes,Plymouth,enoch_bailey2141731203@iatim.tech,Valid,Enoch,,Dairy products,Bailey,,+(44)6058 245167,"Bacon  Avenue, 2750",89882497141,2021-01-20,England,Plymouth,True,ext 56
Yes,Waterford,enoch_rogers1580134532@extex.org,Valid,Enoch,,Fruit;Vegetables,Rogers,,+(353)7088 388620,"Parkfields Avenue, 9073",89911820609,2021-01-24,Ireland,Waterford,True,ext 14
Yes,Limerick,harmony_ross290987140@kideod.biz,Valid,Harmony,,Dairy products,Ross,,+(353)8507 571733,"Cockspur  Way, 91",89922619514,2021-12-17,Ireland,Limerick,True,ext 42
Yes,London,ema_morris226888447@extex.org,Valid,Ema,,Meat,Morris,,+(44)2223 660022,"Lake Road, 1165",89923805517,2021-04-10,England,London,True,ext 92
Yes,Winchester,hannah_rixon340750331@atink.com,Valid,Hannah,,Fruit;Vegetables,Rixon,,+(44)3541 852555,"English   Hill, 5469",89926296107,2021-07-14,England,Winchester,True,ext 87
Yes,Ireland,david_davies1000919067@twipet.com,Valid,David,,Animal feeds,Davies,,+(353)6455 768466,"Endsleigh  Vale, 8854",89925160079,2021-08-10,Ireland,,False,ext 97
Yes,England,harmony_taylor1949361113@gmail.com,Valid,Harmony,,Dairy products,Taylor,,+(44)3758 738847,"Clarges   Pass, 2152",89926071644,2021-12-16,England,,False,ext 65
Yes,Ireland,chris_king1238770907@cispeto.com,Valid,Chris,,Meat,King,,+(353)4573 020731,"Biggerstaff   Pass, 9945",89931035516,2021-06-06,Ireland,,False,ext 12
Yes,Milton Keynes,ember_jarvis1429968361@corti.com,Valid,Ember,,Bakery products,Jarvis,,+(44)3781 085274,"South Boulevard, 3214",89900062989,2021-02-05,England,Milton Keynes,True,ext 44
Yes,Cork,elijah_anderson379286040@sheye.org,Valid,Elijah,,Bakery products,Anderson,,+(353)3251 216775,"Camelot   Walk, 6431",89882990439,2021-03-12,Ireland,Cork,True,ext 50
Yes,Waterford,denis_tutton1635325624@nanoff.biz,Valid,Denis,,Dairy products,Tutton,,+(353)2658 610555,"Falconberg   Route, 5477",89923852596,2021-03-29,Ireland,Waterford,True,ext 23
Yes,Milton Keynes,hayden_patel1458259886@corti.com,Valid,Hayden,,Poultry;Fish,Patel,,+(44)4052 475740,"Sheffield Drive, 2551",89924699150,2021-09-20,England,Milton Keynes,True,ext 45
Yes,London,enoch_bowen1059795963@tonsy.org,Valid,Enoch,,Fruit;Vegetables,Bowen,,+(44)7730 404274,"Carolina  Road, 6317",89924844212,2021-09-07,England,London,True,ext 3
Yes,Dublin,hank_rehman930927059@guentu.biz,Valid,Hank,,Bakery products,Rehman,,+(353)7564 221203,"Sheffield Street, 1273",89924859410,2021-03-07,Ireland,Dublin,True,ext 38
Yes,Waterford,harry_calderwood185659903@famism.biz,Valid,Harry,,Dairy products,Calderwood,,+(353)4074 475426,"Collins  Road, 8729",89929187432,2021-09-20,Ireland,Waterford,True,ext 28
Yes,Cork,enoch_sherwood1404184681@mafthy.com,Valid,Enoch,,Fruit;Vegetables,Sherwood,,+(353)8275 053714,"Jackson Way, 7896",89929492354,2021-01-28,Ireland,Cork,True,ext 16
Yes,Limerick,fred_cadman333130699@brety.org,Valid,Fred,,Fruit;Vegetables,Cadman,,+(353)2405 441843,"Bacton   Lane, 1823",89930396274,2021-10-31,Ireland,Limerick,True,ext 92
Yes,Limerick,enoch_ross1069525315@extex.org,Valid,Enoch,,Meat,Ross,,+(353)4734 554368,"Bennett  Route, 1392",89931282318,2021-04-07,Ireland,Limerick,True,ext 78
Yes,Dublin,fred_parker1941519236@corti.com,Valid,Fred,,Fruit;Vegetables,Parker,,+(353)6242 518842,"Andsell    Avenue, 1788",89925842208,2021-12-05,Ireland,Dublin,True,ext 18
Yes,Dublin,harry_gordon1065578867@eirey.tech,Valid,Harry,,Fruit;Vegetables,Gordon,,+(353)3555 248212,"Erindale Lane, 1376",89924859411,2021-04-08,Ireland,Dublin,True,ext 74
Yes,Ireland,ethan_mason1200988543@ovock.tech,Valid,Ethan,,Fruit;Vegetables,Mason,,+(353)7775 201236,"Boldero   Alley, 4806",89929611426,2021-05-22,Ireland,,False,ext 6
Yes,Limerick,eduardo_durrant383343888@irrepsy.com,Valid,Eduardo,,Poultry;Fish,Durrant,,+(353)5581 327866,"Buttonwood Rue, 5148",89902964818,2021-12-03,Ireland,Limerick,True,ext 31
Yes,England,henry_carter149459246@corti.com,Valid,Henry,,Dairy products,Carter,,+(44)5712 810583,"Glenwood Street, 9213",89923178857,2021-12-31,England,,False,ext 2
Yes,Cork,emery_casey38711856@acrit.org,Valid,Emery,,Bakery products,Casey,,+(353)4364 661320,"Howard Boulevard, 9128",89925160080,2021-09-06,Ireland,Cork,True,ext 40
Yes,Limerick,harvey_edley1145542014@dionrab.com,Valid,Harvey,,Bakery products,Edley,,+(353)4133 426083,"Adelaide  Drive, 8590",89926071645,2021-10-20,Ireland,Limerick,True,ext 61
Yes,Waterford,chris_simpson1959243537@joiniaa.com,Valid,Chris,,Meat,Simpson,,+(353)3143 068120,"Camden  Walk, 9075",89931877377,2021-04-17,Ireland,Waterford,True,ext 57
Yes,Plymouth,chuck_baker771005484@zorer.org,Valid,Chuck,,Fruit;Vegetables,Baker,,+(44)7016 174078,"Longleigh   Tunnel, 2424",89900742243,2021-12-20,England,Plymouth,True,ext 58
Yes,England,enoch_rogers1132265836@gompie.com,Valid,Enoch,,Animal feeds,Rogers,,+(44)8886 186665,"Tilson  Way, 7608",89926071646,2021-08-06,England,,False,ext 24
Yes,Milton Keynes,henry_knight2105257826@brety.org,Valid,Henry,,Dairy products,Knight,,+(44)7481 148313,"Tiptree   Route, 1832",89929358122,2021-05-19,England,Milton Keynes,True,ext 79
Yes,Oxford,gabriel_holt802776220@grannar.com,Valid,Gabriel,,Dairy products,Holt,,+(44)6738 65582,"Blenkarne  Vale, 2702",89919436346,2021-07-10,England,Oxford,True,ext 79
Yes,Plymouth,cristal_yates1737754239@sheye.org,Valid,Cristal,,Dairy products,Yates,,+(44)1572 324661,"Armory  Avenue, 6119",89924115485,2021-03-27,England,Plymouth,True,ext 25
Yes,Milton Keynes,fred_spencer1520405906@tonsy.org,Valid,Fred,,Milling,Spencer,,+(44)1646 847544,"Armory  Tunnel, 3710",89926118238,2021-12-05,England,Milton Keynes,True,ext 39
Yes,Ireland,henry_rogers214972085@yahoo.com,Valid,Henry,,Animal feeds,Rogers,,+(353)8257 20572,"Longleigh   Tunnel, 4300",89929944233,2021-06-29,Ireland,,False,ext 37
Yes,Oxford,clint_clarke262596803@dionrab.com,Valid,Clint,,Dairy products,Clarke,,+(44)4723 751534,"Belgrave  Route, 4754",89931282319,2021-07-18,England,Oxford,True,ext 95
Yes,Limerick,cynthia_morris1479454570@bauros.biz,Valid,Cynthia,,Bakery products,Morris,,+(353)6620 465571,"Gavel   Route, 2747",89922428431,2021-05-08,Ireland,Limerick,True,ext 89
Yes,Plymouth,daniel_knight988678344@gompie.com,Valid,Daniel,,Fruit;Vegetables,Knight,,+(44)2148 156857,"Kingly  Vale, 8766",89925160081,2021-07-13,England,Plymouth,True,ext 91
Yes,Dublin,eduardo_robertson1991221913@bulaffy.com,Valid,Eduardo,,Poultry;Fish,Robertson,,+(353)2518 167538,"Canon Road, 2667",89919436347,2021-09-24,Ireland,Dublin,True,ext 25
Yes,Limerick,fred_robinson696224697@bungar.biz,Valid,Fred,,Meat,Robinson,,+(353)3444 464686,"Apollo  Hill, 9773",89926296108,2021-03-23,Ireland,Limerick,True,ext 7
Yes,Ireland,george_dowson1051314876@ubusive.com,Valid,George,,Milling,Dowson,,+(353)5471 448253,"Waldram Park  Walk, 2075",89881198498,2021-04-20,Ireland,,False,ext 45
Yes,Plymouth,daniel_thompson805606830@famism.biz,Valid,Daniel,,Meat,Thompson,,+(44)4676 470473,"Chester  Grove, 9369",89922854688,2021-12-14,England,Plymouth,True,ext 38
Yes,Cork,gabriel_miller24766046@bulaffy.com,Valid,Gabriel,,Animal feeds,Miller,,+(353)6210 480640,"Ashley Tunnel, 1693",89929063171,2021-04-19,Ireland,Cork,True,ext 50
Yes,Cork,daron_griffiths383787137@gompie.com,Valid,Daron,,Meat,Griffiths,,+(353)7073 401027,"Ensign   Boulevard, 2688",89929187433,2021-10-31,Ireland,Cork,True,ext 39
Yes,Oxford,harvey_thatcher873397192@ubusive.com,Valid,Harvey,,Meat,Thatcher,,+(44)5042 787426,"Blomfield  Boulevard, 8496",89922822146,2021-02-21,England,Oxford,True,ext 96
Yes,Limerick,denis_mccormick1436215675@naiker.biz,Valid,Denis,,Poultry;Fish,Mccormick,,+(353)5848 63687,"Boadicea   Route, 3922",89923805518,2021-10-01,Ireland,Limerick,True,ext 25
Yes,Waterford,daron_lee1450869463@iatim.tech,Valid,Daron,,Bakery products,Lee,,+(353)5334 736448,"Garfield Way, 471",89924859412,2021-10-31,Ireland,Waterford,True,ext 85
Yes,Plymouth,hank_lane1904809305@atink.com,Valid,Hank,,Dairy products,Lane,,+(44)2061 842542,"Ashley Boulevard, 3136",89902964819,2021-04-01,England,Plymouth,True,ext 93
Yes,Limerick,denny_palmer1069620145@gompie.com,Valid,Denny,,Milling,Palmer,,+(353)7862 232532,"Cliff  Avenue, 8424",89915204260,2021-12-19,Ireland,Limerick,True,ext 81
Yes,Milton Keynes,george_phillips1126812387@jiman.org,Valid,George,,Milling,Phillips,,+(44)2026 36128,"Birkin   Way, 7813",89925826827,2021-04-15,England,Milton Keynes,True,ext 52
Yes,Oxford,gabriel_coleman1362181417@qater.org,Valid,Gabriel,,Dairy products,Coleman,,+(44)4821 741235,"Babmaes    Grove, 704",89922428432,2021-06-25,England,Oxford,True,ext 44
Yes,Waterford,david_harvey1503778103@atink.com,Valid,David,,Dairy products,Harvey,,+(353)7667 778634,"Carltoun   Walk, 1039",89923805519,2021-10-17,Ireland,Waterford,True,ext 58
Yes,England,hayden_price104165970@atink.com,Valid,Hayden,,Meat,Price,,+(44)1113 75261,"Champion  Vale, 8781",89923836018,2021-11-28,England,,False,ext 31
Yes,London,ethan_maxwell2026319430@bulaffy.com,Valid,Ethan,,Poultry;Fish,Maxwell,,+(44)2136 737481,"Aspen Way, 6682",89931282320,2021-11-29,England,London,True,ext 42
Yes,Milton Keynes,ethan_bradshaw220589585@nickia.com,Valid,Ethan,,Bakery products,Bradshaw,,+(44)1287 588087,"Norland  Boulevard, 6539",89932437519,2021-03-30,England,Milton Keynes,True,ext 38
Yes,Dublin,fred_cadman1263248392@irrepsy.com,Valid,Fred,,Animal feeds,Cadman,,+(353)5540 315420,"Cephas  Avenue, 7691",89897092516,2021-12-10,Ireland,Dublin,True,ext 71
Yes,Milton Keynes,denis_tutton485875065@gmail.com,Valid,Denis,,Dairy products,Tutton,,+(44)4363 677762,"Archery  Walk, 7683",89925130287,2021-04-12,England,Milton Keynes,True,ext 77
Yes,Cork,doug_moore2125143310@jiman.org,Valid,Doug,,Animal feeds,Moore,,+(353)3828 612665,"Blackheath   Lane, 8602",89923912712,2021-05-01,Ireland,Cork,True,ext 62
Yes,Winchester,destiny_gallacher7904151@sheye.org,Valid,Destiny,,Poultry;Fish,Gallacher,,+(44)4803 102501,"Durnford  Tunnel, 2832",89925826828,2021-09-06,England,Winchester,True,ext 78
